title	imdb_id	startYear	runtimeMinutes	genres	url	imdb_rating	num_votes
Inception	tt1375666	2010	148	Action,Adventure,Sci-Fi	https://letterboxd.com/film/inception/	8.8	2494656
Good Time	tt4846232	2017	102	Crime,Drama,Thriller	https://letterboxd.com/film/good-time/	7.3	135729
Soul Kitchen	tt1244668	2009	99	Comedy,Drama	https://letterboxd.com/film/soul-kitchen/	7.2	40027
Decision to Leave	tt12477480	2022	139	Crime,Drama,Mystery	https://letterboxd.com/film/decision-to-leave/	7.3	50532
Da 5 Bloods	tt9777644	2020	154	Adventure,Drama,War	https://letterboxd.com/film/da-5-bloods/	6.5	54461
The King of Staten Island	tt9686708	2020	136	Comedy,Drama	https://letterboxd.com/film/the-king-of-staten-island/	7.1	74999
Train to Busan	tt5700672	2016	118	Action,Horror,Thriller	https://letterboxd.com/film/train-to-busan/	7.6	247410
The Twilight Saga: New Moon	tt1259571	2009	130	Adventure,Drama,Fantasy	https://letterboxd.com/film/the-twilight-saga-new-moon/	4.8	296137
The Half of It	tt9683478	2020	104	Comedy,Drama	https://letterboxd.com/film/the-half-of-it/	6.9	42260
Eurovision Song Contest: The Story of Fire Saga	tt8580274	2020	123	Comedy,Music	https://letterboxd.com/film/eurovision-song-contest-the-story-of-fire-saga/	6.5	100505
Parallel Mothers	tt12618926	2021	123	Drama	https://letterboxd.com/film/parallel-mothers/	7.1	34394
Sex and the City 2	tt1261945	2010	146	Comedy,Drama,Romance	https://letterboxd.com/film/sex-and-the-city-2/	4.5	83137
X-Men: First Class	tt1270798	2011	131	Action,Sci-Fi	https://letterboxd.com/film/x-men-first-class/	7.7	715273
Tenet	tt6723592	2020	150	Action,Sci-Fi,Thriller	https://letterboxd.com/film/tenet/	7.3	570836
What We Do in the Shadows	tt3416742	2014	86	Comedy,Horror	https://letterboxd.com/film/what-we-do-in-the-shadows/	7.6	196363
Dawn of the Planet of the Apes	tt2103281	2014	130	Action,Adventure,Drama	https://letterboxd.com/film/dawn-of-the-planet-of-the-apes/	7.6	461161
Attack the Block	tt1478964	2011	88	Action,Adventure,Comedy	https://letterboxd.com/film/attack-the-block/	6.7	110664
Pacific Rim	tt1663662	2013	131	Action,Adventure,Sci-Fi	https://letterboxd.com/film/pacific-rim/	6.9	522814
Star Trek Into Darkness	tt1408101	2013	132	Action,Adventure,Sci-Fi	https://letterboxd.com/film/star-trek-into-darkness/	7.7	493933
Seven Psychopaths	tt1931533	2012	110	Comedy,Crime	https://letterboxd.com/film/seven-psychopaths/	7.1	270641
Men in Black 3	tt1409024	2012	106	Action,Adventure,Comedy	https://letterboxd.com/film/men-in-black-3/	6.8	381382
Kick-Ass 2	tt1650554	2013	103	Action,Comedy,Crime	https://letterboxd.com/film/kick-ass-2/	6.5	284848
Snowpiercer	tt1706620	2013	126	Action,Drama,Sci-Fi	https://letterboxd.com/film/snowpiercer/	7.1	382195
The Bling Ring	tt2132285	2013	90	Biography,Crime,Drama	https://letterboxd.com/film/the-bling-ring/	5.6	90926
Sharknado	tt2724064	2013	86	Action,Adventure,Comedy	https://letterboxd.com/film/sharknado/	3.3	52342
The Zero Theorem	tt2333804	2013	107	Comedy,Drama,Fantasy	https://letterboxd.com/film/the-zero-theorem/	6	49173
The Social Network	tt1285016	2010	120	Biography,Drama	https://letterboxd.com/film/the-social-network/	7.8	744493
Cloud Atlas	tt1371111	2012	172	Drama,Mystery,Sci-Fi	https://letterboxd.com/film/cloud-atlas/	7.4	371142
Iron Man 3	tt1300854	2013	130	Action,Adventure,Sci-Fi	https://letterboxd.com/film/iron-man-3/	7.1	886851
X-Men: Apocalypse	tt3385516	2016	144	Action,Adventure,Sci-Fi	https://letterboxd.com/film/x-men-apocalypse/	6.9	454514
Short Term 12	tt2370248	2013	96	Drama	https://letterboxd.com/film/short-term-12-2013/	7.9	90956
Seeking a Friend for the End of the World	tt1307068	2012	101	Adventure,Comedy,Drama	https://letterboxd.com/film/seeking-a-friend-for-the-end-of-the-world/	6.7	117959
Borat Subsequent Moviefilm	tt13143964	2020	95	Comedy	https://letterboxd.com/film/borat-subsequent-moviefilm/	6.6	150320
Wonder Woman 1984	tt7126948	2020	151	Action,Adventure,Fantasy	https://letterboxd.com/film/wonder-woman-1984/	5.4	286852
Rise of the Planet of the Apes	tt1318514	2011	105	Action,Drama,Sci-Fi	https://letterboxd.com/film/rise-of-the-planet-of-the-apes/	7.6	550346
Crimson Peak	tt2554274	2015	119	Drama,Horror,Mystery	https://letterboxd.com/film/crimson-peak/	6.5	156269
I'm Thinking of Ending Things	tt7939766	2020	134	Drama,Thriller	https://letterboxd.com/film/im-thinking-of-ending-things/	6.6	97264
The Revenant	tt1663202	2015	156	Action,Adventure,Drama	https://letterboxd.com/film/the-revenant-2015/	8	853819
I Saw the Devil	tt1588170	2010	144	Action,Crime,Thriller	https://letterboxd.com/film/i-saw-the-devil/	7.8	142575
Ready Player One	tt1677720	2018	140	Action,Adventure,Sci-Fi	https://letterboxd.com/film/ready-player-one/	7.4	470373
Hereditary	tt7784604	2018	127	Drama,Horror,Mystery	https://letterboxd.com/film/hereditary/	7.3	363384
Terminator Genisys	tt1340138	2015	126	Action,Adventure,Sci-Fi	https://letterboxd.com/film/terminator-genisys/	6.3	289642
Rabbit Without Ears 2	tt1343755	2009	124	Comedy,Romance	https://letterboxd.com/film/rabbit-without-ears-2/	5.6	8464
Taken 2	tt1397280	2012	92	Action,Crime,Thriller	https://letterboxd.com/film/taken-2/	6.2	318752
Maze Runner: The Scorch Trials	tt4046784	2015	131	Action,Adventure,Sci-Fi	https://letterboxd.com/film/maze-runner-the-scorch-trials/	6.3	269149
Eternals	tt9032400	2021	156	Action,Adventure,Fantasy	https://letterboxd.com/film/eternals/	6.3	375116
Edge of Tomorrow	tt1631867	2014	113	Action,Adventure,Sci-Fi	https://letterboxd.com/film/edge-of-tomorrow/	7.9	721083
Promising Young Woman	tt9620292	2020	113	Crime,Drama,Mystery	https://letterboxd.com/film/promising-young-woman/	7.5	200389
Kingsman: The Golden Circle	tt4649466	2017	141	Action,Adventure,Comedy	https://letterboxd.com/film/kingsman-the-golden-circle/	6.7	354272
Fantastic Beasts: The Crimes of Grindelwald	tt4123430	2018	134	Adventure,Family,Fantasy	https://letterboxd.com/film/fantastic-beasts-the-crimes-of-grindelwald/	6.5	302320
Atomic Blonde	tt2406566	2017	115	Action,Thriller	https://letterboxd.com/film/atomic-blonde/	6.7	203715
Mad Max: Fury Road	tt1392190	2015	120	Action,Adventure,Sci-Fi	https://letterboxd.com/film/mad-max-fury-road/	8.1	1060560
Star Trek Beyond	tt2660888	2016	122	Action,Adventure,Sci-Fi	https://letterboxd.com/film/star-trek-beyond/	7	255625
Transformers: The Last Knight	tt3371366	2017	154	Action,Adventure,Sci-Fi	https://letterboxd.com/film/transformers-the-last-knight/	5.2	165573
The Big Short	tt1596363	2015	130	Biography,Comedy,Drama	https://letterboxd.com/film/the-big-short/	7.8	470918
Paradise: Love	tt1403214	2012	120	Drama	https://letterboxd.com/film/paradise-love/	7	9758
Can You Ever Forgive Me?	tt4595882	2018	106	Biography,Comedy,Crime	https://letterboxd.com/film/can-you-ever-forgive-me/	7.1	55383
News of the World	tt6878306	2020	118	Action,Adventure,Drama	https://letterboxd.com/film/news-of-the-world/	6.8	93979
Godzilla vs. Kong	tt5034838	2021	113	Action,Sci-Fi,Thriller	https://letterboxd.com/film/godzilla-vs-kong/	6.3	229670
Asteroid City	tt14230388	2023	105	Comedy,Drama,Romance	https://letterboxd.com/film/asteroid-city/	6.6	89553
Moonrise Kingdom	tt1748122	2012	94	Adventure,Comedy,Drama	https://letterboxd.com/film/moonrise-kingdom/	7.8	363500
Alien: Covenant	tt2316204	2017	122	Horror,Sci-Fi,Thriller	https://letterboxd.com/film/alien-covenant/	6.4	298103
Nomadland	tt9770150	2020	107	Drama	https://letterboxd.com/film/nomadland/	7.3	177169
Wreck-It Ralph	tt1772341	2012	101	Adventure,Animation,Comedy	https://letterboxd.com/film/wreck-it-ralph/	7.7	449362
Space Jam: A New Legacy	tt3554046	2021	115	Adventure,Animation,Comedy	https://letterboxd.com/film/space-jam-a-new-legacy/	4.5	78519
Thor: The Dark World	tt1981115	2013	112	Action,Adventure,Fantasy	https://letterboxd.com/film/thor-the-dark-world/	6.8	714373
Sherlock Holmes: A Game of Shadows	tt1515091	2011	129	Action,Adventure,Mystery	https://letterboxd.com/film/sherlock-holmes-a-game-of-shadows/	7.4	474381
Prisoners of the Ghostland	tt6372694	2021	103	Fantasy,Horror,Thriller	https://letterboxd.com/film/prisoners-of-the-ghostland/	4.2	13447
Free Guy	tt6264654	2021	115	Action,Adventure,Comedy	https://letterboxd.com/film/free-guy/	7.1	409668
Shang-Chi and the Legend of the Ten Rings	tt9376612	2021	132	Action,Adventure,Fantasy	https://letterboxd.com/film/shang-chi-and-the-legend-of-the-ten-rings/	7.4	422244
Just Go with It	tt1564367	2011	117	Comedy,Romance	https://letterboxd.com/film/just-go-with-it/	6.4	260550
The Bad Batch	tt4334266	2016	118	Action,Horror,Mystery	https://letterboxd.com/film/the-bad-batch/	5.2	34802
Take This Waltz	tt1592281	2011	116	Comedy,Drama	https://letterboxd.com/film/take-this-waltz/	6.5	30053
Fast Five	tt1596343	2011	130	Action,Crime,Thriller	https://letterboxd.com/film/fast-five/	7.3	401401
Only God Forgives	tt1602613	2013	90	Action,Crime,Drama	https://letterboxd.com/film/only-god-forgives/	5.7	116854
Jupiter Ascending	tt1617661	2015	127	Action,Adventure,Sci-Fi	https://letterboxd.com/film/jupiter-ascending/	5.3	193078
John Wick: Chapter 2	tt4425200	2017	122	Action,Crime,Thriller	https://letterboxd.com/film/john-wick-chapter-2/	7.4	497968
The Perks of Being a Wallflower	tt1659337	2012	103	Drama	https://letterboxd.com/film/the-perks-of-being-a-wallflower/	7.9	538993
The Intouchables	tt1675434	2011	112	Biography,Comedy,Drama	https://letterboxd.com/film/the-intouchables/	8.5	908901
Call Me by Your Name	tt5726616	2017	132	Drama,Romance	https://letterboxd.com/film/call-me-by-your-name/	7.8	302087
Kokowääh	tt1700258	2011	126	Comedy	https://letterboxd.com/film/kokowaah/	6.3	10224
Lola Versus	tt1710417	2012	87	Comedy	https://letterboxd.com/film/lola-versus/	5.5	8941
Only Lovers Left Alive	tt1714915	2013	123	Comedy,Drama,Fantasy	https://letterboxd.com/film/only-lovers-left-alive/	7.2	106400
Ender's Game	tt1731141	2013	114	Action,Adventure,Sci-Fi	https://letterboxd.com/film/enders-game/	6.6	250840
Top Gun: Maverick	tt1745960	2022	130	Action,Drama	https://letterboxd.com/film/top-gun-maverick/	8.3	645777
The Maze Runner	tt1790864	2014	113	Action,Mystery,Sci-Fi	https://letterboxd.com/film/the-maze-runner/	6.8	497654
Inherent Vice	tt1791528	2014	148	Comedy,Crime,Drama	https://letterboxd.com/film/inherent-vice/	6.6	109348
The Hateful Eight	tt3460252	2015	168	Crime,Drama,Mystery	https://letterboxd.com/film/the-hateful-eight/	7.8	644229
System Crasher	tt8535968	2019	125	Drama	https://letterboxd.com/film/system-crasher/	7.8	14380
Nymphomaniac: Vol. I	tt1937390	2013	117	Drama	https://letterboxd.com/film/nymphomaniac-volume-i/	6.9	129754
Everything Everywhere All at Once	tt6710474	2022	139	Action,Adventure,Comedy	https://letterboxd.com/film/everything-everywhere-all-at-once/	7.8	493149
Pain & Gain	tt1980209	2013	129	Action,Biography,Comedy	https://letterboxd.com/film/pain-gain/	6.4	226923
The Killing of a Sacred Deer	tt5715874	2017	121	Drama,Horror,Mystery	https://letterboxd.com/film/the-killing-of-a-sacred-deer/	7	173183
Three Billboards Outside Ebbing, Missouri	tt5027774	2017	115	Comedy,Crime,Drama	https://letterboxd.com/film/three-billboards-outside-ebbing-missouri/	8.1	542314
Return of the Jedi	tt2301123	1983	\N	Action,Adventure,Sci-Fi	https://letterboxd.com/film/return-of-the-jedi/	8	526
Phantom Thread	tt5776858	2017	130	Drama,History,Romance	https://letterboxd.com/film/phantom-thread/	7.4	142175
Inside Llewyn Davis	tt2042568	2013	104	Drama,Music	https://letterboxd.com/film/inside-llewyn-davis/	7.4	161079
Rust and Bone	tt2053425	2012	120	Drama,Romance	https://letterboxd.com/film/rust-and-bone/	7.4	69685
Age of Uprising: The Legend of Michael Kohlhaas	tt2054790	2013	122	Drama,History	https://letterboxd.com/film/age-of-uprising-the-legend-of-michael-kohlhaas/	6.1	9021
Knight of Cups	tt2101383	2015	118	Drama,Fantasy,Romance	https://letterboxd.com/film/knight-of-cups/	5.6	28920
Spring Breakers	tt2101441	2012	94	Crime,Drama,Thriller	https://letterboxd.com/film/spring-breakers/	5.3	147192
Fifty Shades Darker	tt4465564	2017	118	Drama,Romance,Thriller	https://letterboxd.com/film/fifty-shades-darker/	4.6	109230
You Were Never Really Here	tt5742374	2017	89	Crime,Drama,Thriller	https://letterboxd.com/film/you-were-never-really-here/	6.7	125733
RRR	tt8178634	2022	187	Action,Drama	https://letterboxd.com/film/rrr/	7.8	160063
Capernaum	tt8267604	2018	126	Drama	https://letterboxd.com/film/capernaum/	8.4	101323
American Sniper	tt2179136	2014	133	Action,Biography,Drama	https://letterboxd.com/film/american-sniper/	7.3	519097
The Wailing	tt5215952	2016	156	Drama,Horror,Mystery	https://letterboxd.com/film/the-wailing/	7.4	78470
First Reformed	tt6053438	2017	113	Drama,Mystery,Thriller	https://letterboxd.com/film/first-reformed/	7.1	61376
Captain Fantastic	tt3553976	2016	118	Comedy,Drama	https://letterboxd.com/film/captain-fantastic/	7.8	230848
Valerian and the City of a Thousand Planets	tt2239822	2017	136	Action,Adventure,Fantasy	https://letterboxd.com/film/valerian-and-the-city-of-a-thousand-planets/	6.4	193700
Wadjda	tt2258858	2012	98	Comedy,Drama	https://letterboxd.com/film/wadjda/	7.5	21226
Magic Mike XXL	tt2268016	2015	115	Comedy,Drama,Music	https://letterboxd.com/film/magic-mike-xxl/	5.6	60708
Blockers	tt2531344	2018	102	Comedy,Drama	https://letterboxd.com/film/blockers/	6.2	83951
First Cow	tt9231040	2019	122	Drama,Western	https://letterboxd.com/film/first-cow/	7.1	21096
Vivarium	tt8368406	2019	97	Horror,Mystery,Sci-Fi	https://letterboxd.com/film/vivarium/	5.9	70853
Unicorn Store	tt2338454	2017	92	Comedy,Drama,Fantasy	https://letterboxd.com/film/unicorn-store/	5.6	20562
Frances Ha	tt2347569	2012	86	Comedy,Drama,Romance	https://letterboxd.com/film/frances-ha/	7.4	91820
The Great Beauty	tt2358891	2013	141	Drama	https://letterboxd.com/film/the-great-beauty/	7.7	96125
Paradise: Faith	tt2371824	2012	115	Drama	https://letterboxd.com/film/paradise-faith/	6.7	4991
Paradise: Hope	tt2371834	2013	92	Drama	https://letterboxd.com/film/paradise-hope/	6.7	4846
Anomalisa	tt2401878	2015	90	Animation,Comedy,Drama	https://letterboxd.com/film/anomalisa/	7.2	74565
Fast X	tt5433140	2023	141	Action,Adventure,Crime	https://letterboxd.com/film/fast-x/	5.8	104673
The Super Mario Bros. Movie	tt6718170	2023	92	Adventure,Animation,Comedy	https://letterboxd.com/film/the-super-mario-bros-movie/	7.1	209743
Kingsman: The Secret Service	tt2802144	2014	129	Action,Adventure,Comedy	https://letterboxd.com/film/kingsman-the-secret-service/	7.7	703090
Mistress America	tt2872462	2015	84	Comedy,Drama	https://letterboxd.com/film/mistress-america/	6.7	28358
Suck Me Shakespeer	tt2987732	2013	119	Comedy	https://letterboxd.com/film/suck-me-shakespeer/	6.9	30970
Goodnight Mommy	tt3086442	2014	99	Horror,Mystery,Thriller	https://letterboxd.com/film/goodnight-mommy/	6.7	58783
Maggie's Plan	tt3471098	2015	98	Comedy,Drama,Romance	https://letterboxd.com/film/maggies-plan/	6.2	17923
Stations of the Cross	tt3465916	2014	110	Drama	https://letterboxd.com/film/stations-of-the-cross/	7.4	4571
Head Full of Honey	tt3488462	2014	139	Comedy,Drama,Family	https://letterboxd.com/film/head-full-of-honey/	6.5	7007
Sing Street	tt3544112	2016	106	Comedy,Drama,Music	https://letterboxd.com/film/sing-street/	7.9	99440
To All the Boys I've Loved Before	tt3846674	2018	99	Comedy,Drama,Romance	https://letterboxd.com/film/to-all-the-boys-ive-loved-before/	7	120269
Don't Breathe	tt4160708	2016	88	Crime,Horror,Thriller	https://letterboxd.com/film/dont-breathe-2016/	7.1	294362
Okja	tt3967856	2017	120	Action,Adventure,Drama	https://letterboxd.com/film/okja/	7.3	129874
Swiss Army Man	tt4034354	2016	97	Comedy,Drama,Fantasy	https://letterboxd.com/film/swiss-army-man/	6.9	131420
Toni Erdmann	tt4048272	2016	162	Comedy,Drama	https://letterboxd.com/film/toni-erdmann/	7.3	50752
A Man Called Ove	tt4080728	2015	116	Comedy,Drama,Romance	https://letterboxd.com/film/a-man-called-ove/	7.7	66769
20th Century Women	tt4385888	2016	119	Comedy,Drama	https://letterboxd.com/film/20th-century-women/	7.3	48536
Hunt for the Wilderpeople	tt4698684	2016	101	Adventure,Comedy,Drama	https://letterboxd.com/film/hunt-for-the-wilderpeople/	7.8	138820
A Cure for Wellness	tt4731136	2016	146	Drama,Fantasy,Horror	https://letterboxd.com/film/a-cure-for-wellness/	6.4	107350
Center of My World	tt4932154	2016	115	Drama,Romance	https://letterboxd.com/film/center-of-my-world/	7.2	7042
Sicario: Day of the Soldado	tt5052474	2018	122	Action,Crime,Drama	https://letterboxd.com/film/sicario-day-of-the-soldado/	7.1	162301
Hold the Dark	tt5057140	2018	125	Action,Crime,Drama	https://letterboxd.com/film/hold-the-dark/	5.6	39749
Ocean's Eight	tt5164214	2018	110	Action,Comedy,Crime	https://letterboxd.com/film/oceans-eight/	6.3	236821
Love, Simon	tt5164432	2018	110	Comedy,Drama	https://letterboxd.com/film/love-simon/	7.5	123065
Text for You	tt5193460	2016	107	Comedy,Drama,Romance	https://letterboxd.com/film/text-for-you/	6.5	2115
Your Name.	tt5311514	2016	106	Animation,Drama,Fantasy	https://letterboxd.com/film/your-name/	8.4	305785
The Meyerowitz Stories (New and Selected)	tt5536736	2017	112	Comedy,Drama	https://letterboxd.com/film/the-meyerowitz-stories-new-and-selected/	6.9	53274
Bullyparade: The Movie	tt5538704	2017	100	Comedy	https://letterboxd.com/film/bullyparade-the-movie/	4.9	3619
Mid90s	tt5613484	2018	85	Comedy,Drama	https://letterboxd.com/film/mid90s/	7.3	75447
A Rainy Day in New York	tt7139936	2019	92	Comedy,Romance	https://letterboxd.com/film/a-rainy-day-in-new-york/	6.5	49314
Black Mirror: Bandersnatch	tt9495224	2018	90	Drama,Fantasy,Mystery	https://letterboxd.com/film/black-mirror-bandersnatch/	7.1	134617
Judas and the Black Messiah	tt9784798	2021	126	Biography,Drama,History	https://letterboxd.com/film/judas-and-the-black-messiah/	7.4	89064
							
