title	imdb_id	startYear	runtimeMinutes	genres	url	imdb_rating	num_votes
Conan the Barbarian	tt0082198	1982	129	Action,Adventure,Fantasy	https://letterboxd.com/film/conan-the-barbarian/	6.9	159518
Escape from New York	tt0082340	1981	99	Action,Adventure,Sci-Fi	https://letterboxd.com/film/escape-from-new-york/	7.1	153651
Mad Max 2	tt0082694	1981	96	Action,Adventure,Sci-Fi	https://letterboxd.com/film/mad-max-2/	7.6	190264
Raiders of the Lost Ark	tt0082971	1981	115	Action,Adventure	https://letterboxd.com/film/raiders-of-the-lost-ark/	8.4	1020968
Blade Runner	tt0083658	1982	117	Action,Drama,Sci-Fi	https://letterboxd.com/film/blade-runner/	8.1	808193
Private Life	tt5536610	2018	123	Comedy,Drama	https://letterboxd.com/film/private-life-2018/	7.2	21495
E.T. the Extra-Terrestrial	tt0083866	1982	115	Adventure,Family,Sci-Fi	https://letterboxd.com/film/et-the-extra-terrestrial/	7.9	430403
The Evil Dead	tt0083907	1981	85	Horror	https://letterboxd.com/film/the-evil-dead/	7.4	228842
First Blood	tt0083944	1982	93	Action,Adventure,Thriller	https://letterboxd.com/film/first-blood/	7.7	270032
The Chorus	tt0372824	2004	97	Drama,Music	https://letterboxd.com/film/the-chorus/	7.8	66093
Moonlight	tt4975722	2016	111	Drama	https://letterboxd.com/film/moonlight-2016/	7.4	325636
Parasite	tt6751668	2019	132	Drama,Thriller	https://letterboxd.com/film/parasite-2019/	8.5	909270
Star Trek II: The Wrath of Khan	tt0084726	1982	113	Action,Adventure,Sci-Fi	https://letterboxd.com/film/star-trek-ii-the-wrath-of-khan/	7.7	127662
The Thing	tt0084787	1982	109	Horror,Mystery,Sci-Fi	https://letterboxd.com/film/the-thing/	8.2	455592
Tron	tt0084827	1982	96	Action,Adventure,Sci-Fi	https://letterboxd.com/film/tron/	6.7	127451
The Road	tt0898367	2009	111	Drama,Thriller	https://letterboxd.com/film/the-road/	7.2	250544
The A-Team	tt0429493	2010	117	Action,Adventure,Crime	https://letterboxd.com/film/the-a-team/	6.7	266693
The Farewell	tt8637428	2019	100	Comedy,Drama	https://letterboxd.com/film/the-farewell-2019/	7.5	69289
Super	tt1512235	2010	96	Action,Comedy,Crime	https://letterboxd.com/film/super-2010/	6.7	83081
Spencer	tt12536294	2021	117	Biography,Drama	https://letterboxd.com/film/spencer-2021/	6.6	74946
Transformers	tt0418279	2007	144	Action,Adventure,Sci-Fi	https://letterboxd.com/film/transformers/	7	666695
Amadeus	tt0086879	1984	160	Biography,Drama,Music	https://letterboxd.com/film/amadeus/	8.4	420774
Dune	tt1160419	2021	155	Action,Adventure,Drama	https://letterboxd.com/film/dune-2021/	8	731878
Ghostbusters	tt0087332	1984	105	Action,Comedy,Fantasy	https://letterboxd.com/film/ghostbusters-2016/	7.8	437257
Indiana Jones and the Temple of Doom	tt0087469	1984	118	Action,Adventure	https://letterboxd.com/film/indiana-jones-and-the-temple-of-doom/	7.5	526543
The Karate Kid	tt0087538	1984	126	Action,Drama,Family	https://letterboxd.com/film/the-karate-kid/	7.3	239783
Life	tt5442430	2017	104	Horror,Sci-Fi,Thriller	https://letterboxd.com/film/life-2017/	6.6	247262
The Terminator	tt0088247	1984	107	Action,Sci-Fi	https://letterboxd.com/film/the-terminator/	8.1	908230
The NeverEnding Story	tt0088323	1984	102	Adventure,Drama,Family	https://letterboxd.com/film/the-neverending-story/	7.3	153575
The Breakfast Club	tt0088847	1985	97	Comedy,Drama	https://letterboxd.com/film/the-breakfast-club/	7.8	427924
The Color Purple	tt0088939	1985	154	Drama	https://letterboxd.com/film/the-color-purple/	7.7	93441
Contact	tt0118884	1997	150	Drama,Mystery,Sci-Fi	https://letterboxd.com/film/contact/	7.5	288539
The Goonies	tt0089218	1985	114	Adventure,Comedy,Family	https://letterboxd.com/film/the-goonies/	7.7	292545
Mad Max Beyond Thunderdome	tt0089530	1985	107	Action,Adventure,Sci-Fi	https://letterboxd.com/film/mad-max-beyond-thunderdome/	6.2	145050
Red Sonja	tt0089893	1985	89	Action,Adventure,Fantasy	https://letterboxd.com/film/red-sonja/	5.1	44202
Aladdin	tt0103639	1992	90	Adventure,Animation,Comedy	https://letterboxd.com/film/aladdin/	8	454927
Aliens	tt0090605	1986	137	Action,Adventure,Sci-Fi	https://letterboxd.com/film/aliens/	8.4	750043
The Notebook	tt0332280	2004	123	Drama,Romance	https://letterboxd.com/film/the-notebook/	7.8	604835
Big Trouble in Little China	tt0090728	1986	99	Action,Adventure,Comedy	https://letterboxd.com/film/big-trouble-in-little-china/	7.2	150878
Blue Velvet	tt0090756	1986	120	Crime,Drama,Mystery	https://letterboxd.com/film/blue-velvet/	7.7	211430
Coffee and Cigarettes	tt0379217	2003	95	Comedy,Drama,Music	https://letterboxd.com/film/coffee-and-cigarettes-2003/	7	66670
The Color of Money	tt0090863	1986	119	Drama,Sport	https://letterboxd.com/film/the-color-of-money/	7	91568
Ferris Bueller's Day Off	tt0091042	1986	103	Comedy	https://letterboxd.com/film/ferris-buellers-day-off/	7.8	379993
Come and See	tt0091251	1985	142	Drama,Thriller,War	https://letterboxd.com/film/come-and-see/	8.4	92386
Soul	tt2948372	2020	100	Adventure,Animation,Comedy	https://letterboxd.com/film/soul-2020/	8	364325
Momo	tt0091537	1986	101	Comedy,Family,Fantasy	https://letterboxd.com/film/momo/	6.5	2050
The Name of the Rose	tt0091605	1986	130	Drama,Mystery,Thriller	https://letterboxd.com/film/the-name-of-the-rose/	7.7	114911
Pretty in Pink	tt0091790	1986	97	Comedy,Drama,Romance	https://letterboxd.com/film/pretty-in-pink/	6.7	87143
Stand by Me	tt0092005	1986	89	Adventure,Comedy,Drama	https://letterboxd.com/film/stand-by-me/	8.1	431960
Bad Taste	tt0092610	1987	91	Comedy,Horror,Sci-Fi	https://letterboxd.com/film/bad-taste/	6.5	48682
Dirty Dancing	tt0092890	1987	100	Drama,Music,Romance	https://letterboxd.com/film/dirty-dancing/	7	250061
Full Metal Jacket	tt0093058	1987	116	Drama,War	https://letterboxd.com/film/full-metal-jacket/	8.3	777012
Predator	tt0093773	1987	107	Action,Adventure,Horror	https://letterboxd.com/film/predator/	7.8	445477
Raising Arizona	tt0093822	1987	94	Comedy,Crime	https://letterboxd.com/film/raising-arizona/	7.3	147626
RoboCop	tt0093870	1987	102	Action,Crime,Sci-Fi	https://letterboxd.com/film/robocop/	7.6	276388
Spaceballs	tt0094012	1987	96	Adventure,Comedy,Sci-Fi	https://letterboxd.com/film/spaceballs/	7.1	202949
War of the Worlds	tt0407304	2005	116	Action,Adventure,Sci-Fi	https://letterboxd.com/film/war-of-the-worlds/	6.5	468834
Akira	tt0094625	1988	124	Action,Animation,Drama	https://letterboxd.com/film/akira/	8	200230
Beetlejuice	tt0094721	1988	92	Comedy,Fantasy	https://letterboxd.com/film/beetlejuice/	7.5	331031
The Bourne Identity	tt0258463	2002	119	Action,Mystery,Thriller	https://letterboxd.com/film/the-bourne-identity-2002/	7.8	568410
Chocolat	tt0241303	2000	121	Drama,Romance	https://letterboxd.com/film/chocolat/	7.3	199284
Die Hard	tt0095016	1988	132	Action,Thriller	https://letterboxd.com/film/die-hard/	8.2	921829
A Fish Called Wanda	tt0095159	1988	108	Comedy,Crime	https://letterboxd.com/film/a-fish-called-wanda/	7.5	150860
The Game	tt0119174	1997	129	Drama,Mystery,Thriller	https://letterboxd.com/film/the-game/	7.7	420952
Grave of the Fireflies	tt0095327	1988	89	Animation,Drama,War	https://letterboxd.com/film/grave-of-the-fireflies/	8.5	300526
The Reader	tt0976051	2008	124	Drama,Mystery,Romance	https://letterboxd.com/film/the-reader/	7.6	255630
A Private Life	tt0701974	2001	60	Comedy,Drama	https://letterboxd.com/film/a-private-life/	8.8	2166
Pulse	tt0454919	2006	90	Horror,Sci-Fi,Thriller	https://letterboxd.com/film/pulse-2001/	4.7	30479
Rain Man	tt0095953	1988	133	Drama	https://letterboxd.com/film/rain-man/	8	537705
Who Framed Roger Rabbit	tt0096438	1988	104	Adventure,Animation,Comedy	https://letterboxd.com/film/who-framed-roger-rabbit/	7.7	213161
The Abyss	tt0096754	1989	140	Adventure,Drama,Mystery	https://letterboxd.com/film/the-abyss/	7.5	187864
Bill & Ted's Excellent Adventure	tt0096928	1989	90	Adventure,Comedy,Music	https://letterboxd.com/film/bill-teds-excellent-adventure/	6.9	139605
Bridesmaids	tt1478338	2011	125	Comedy	https://letterboxd.com/film/bridesmaids/	6.8	305403
Catch Me If You Can	tt0264464	2002	141	Biography,Crime,Drama	https://letterboxd.com/film/catch-me-if-you-can-2002/	8.1	1064027
The Cook, the Thief, His Wife & Her Lover	tt0097108	1989	124	Crime,Drama	https://letterboxd.com/film/the-cook-the-thief-his-wife-her-lover/	7.5	40769
Dead Poets Society	tt0097165	1989	128	Comedy,Drama	https://letterboxd.com/film/dead-poets-society/	8.1	529728
Ghostbusters II	tt0097428	1989	108	Action,Comedy,Fantasy	https://letterboxd.com/film/ghostbusters-ii/	6.6	218994
Happy Together	tt0118845	1997	96	Drama,Romance	https://letterboxd.com/film/happy-together-1997/	7.7	33017
Heathers	tt0097493	1988	103	Comedy,Crime	https://letterboxd.com/film/heathers/	7.2	113274
Honey, I Shrunk the Kids	tt0097523	1989	93	Adventure,Comedy,Family	https://letterboxd.com/film/honey-i-shrunk-the-kids/	6.4	163691
Indiana Jones and the Last Crusade	tt0097576	1989	127	Action,Adventure	https://letterboxd.com/film/indiana-jones-and-the-last-crusade/	8.2	798096
Leningrad Cowboys Go America	tt0097728	1989	79	Comedy,Music	https://letterboxd.com/film/leningrad-cowboys-go-america/	7	8077
Melancholia	tt1527186	2011	135	Drama,Sci-Fi	https://letterboxd.com/film/melancholia/	7.1	192618
Mystery Train	tt0097940	1989	110	Comedy,Crime,Drama	https://letterboxd.com/film/mystery-train/	7.5	30341
Split	tt4972582	2016	117	Horror,Thriller	https://letterboxd.com/film/split-2016/	7.3	536414
The Last Duel	tt4244994	2021	152	Action,Drama,History	https://letterboxd.com/film/the-last-duel-2021/	7.4	175535
The Flash	tt3107288	2014	43	Action,Adventure,Drama	https://letterboxd.com/film/the-flash/	7.5	364877
Awakenings	tt0099077	1990	121	Biography,Drama	https://letterboxd.com/film/awakenings/	7.8	154688
Dances with Wolves	tt0099348	1990	181	Adventure,Drama,Western	https://letterboxd.com/film/dances-with-wolves/	8	284659
Edward Scissorhands	tt0099487	1990	105	Drama,Fantasy,Romance	https://letterboxd.com/film/edward-scissorhands/	7.9	515361
Enemy	tt2316411	2013	91	Drama,Mystery,Thriller	https://letterboxd.com/film/enemy/	6.9	209076
Flatliners	tt0099582	1990	115	Drama,Horror,Sci-Fi	https://letterboxd.com/film/flatliners/	6.5	91897
Goodfellas	tt0099685	1990	145	Biography,Crime,Drama	https://letterboxd.com/film/goodfellas/	8.7	1229521
The Handmaid's Tale	tt5834204	2017	60	Drama,Sci-Fi,Thriller	https://letterboxd.com/film/the-handmaids-tale/	8.4	252852
Home Alone	tt0099785	1990	103	Comedy,Family	https://letterboxd.com/film/home-alone/	7.7	624469
Jacob's Ladder	tt0099871	1990	113	Drama,Horror,Mystery	https://letterboxd.com/film/jacobs-ladder/	7.4	116138
Predator 2	tt0100403	1990	108	Action,Horror,Sci-Fi	https://letterboxd.com/film/predator-2/	6.3	179040
Pretty Woman	tt0100405	1990	119	Comedy,Romance	https://letterboxd.com/film/pretty-woman/	7.1	347647
Total Recall	tt0100802	1990	113	Action,Adventure,Sci-Fi	https://letterboxd.com/film/total-recall/	7.5	348252
Wild at Heart	tt0100935	1990	125	Crime,Drama,Thriller	https://letterboxd.com/film/wild-at-heart/	7.2	99229
Boyz n the Hood	tt0101507	1991	112	Crime,Drama	https://letterboxd.com/film/boyz-n-the-hood/	7.8	150865
Drive	tt0780504	2011	100	Action,Drama	https://letterboxd.com/film/drive-2011/	7.8	689978
Hook	tt0102057	1991	142	Adventure,Comedy,Family	https://letterboxd.com/film/hook/	6.8	268869
JFK	tt0102138	1991	189	Drama,History,Thriller	https://letterboxd.com/film/jfk/	8	167116
Joker	tt7286456	2019	122	Crime,Drama,Thriller	https://letterboxd.com/film/joker-2019/	8.4	1428813
Manta, Manta	tt0102397	1991	91	Comedy	https://letterboxd.com/film/manta-manta/	5.7	5689
My Girl	tt0102492	1991	102	Comedy,Drama,Family	https://letterboxd.com/film/my-girl/	6.9	87096
My Own Private Idaho	tt0102494	1991	104	Drama	https://letterboxd.com/film/my-own-private-idaho/	7	60689
Office Space	tt0151804	1999	89	Comedy	https://letterboxd.com/film/office-space/	7.6	282572
Point Break	tt0102685	1991	122	Action,Crime,Thriller	https://letterboxd.com/film/point-break/	7.3	197056
The Silence of the Lambs	tt0102926	1991	118	Crime,Drama,Thriller	https://letterboxd.com/film/the-silence-of-the-lambs/	8.6	1513592
Terminator 2: Judgment Day	tt0103064	1991	137	Action,Sci-Fi	https://letterboxd.com/film/terminator-2-judgment-day/	8.6	1152589
Thelma & Louise	tt0103074	1991	130	Adventure,Crime,Drama	https://letterboxd.com/film/thelma-louise/	7.6	167920
Us	tt6857112	2019	116	Horror,Mystery,Thriller	https://letterboxd.com/film/us-2019/	6.8	331970
X-Men	tt0120903	2000	104	Action,Adventure,Sci-Fi	https://letterboxd.com/film/x-men/	7.3	637586
Alien³	tt0103644	1992	114	Action,Horror,Sci-Fi	https://letterboxd.com/film/alien-3/	6.4	314704
Annihilation	tt2798920	2018	115	Adventure,Drama,Horror	https://letterboxd.com/film/annihilation/	6.8	352704
Basic Instinct	tt0103772	1992	127	Drama,Mystery,Thriller	https://letterboxd.com/film/basic-instinct/	7	214325
Batman Returns	tt0103776	1992	126	Action,Crime,Fantasy	https://letterboxd.com/film/batman-returns/	7.1	322275
Braindead	tt0103873	1992	104	Comedy,Fantasy,Horror	https://letterboxd.com/film/braindead-1992/	7.5	102011
Death Becomes Her	tt0104070	1992	104	Comedy,Fantasy,Horror	https://letterboxd.com/film/death-becomes-her/	6.6	128467
Gladiator	tt0172495	2000	155	Action,Adventure,Drama	https://letterboxd.com/film/gladiator-2000/	8.5	1582087
Reservoir Dogs	tt0105236	1992	99	Crime,Thriller	https://letterboxd.com/film/reservoir-dogs/	8.3	1069018
Twin Peaks: Fire Walk with Me	tt0105665	1992	134	Drama,Horror,Mystery	https://letterboxd.com/film/twin-peaks-fire-walk-with-me/	7.3	103153
Sonic the Hedgehog	tt3794354	2020	99	Action,Adventure,Comedy	https://letterboxd.com/film/sonic-the-hedgehog/	6.5	154750
Cool Runnings	tt0106611	1993	98	Adventure,Comedy,Family	https://letterboxd.com/film/cool-runnings/	7	111519
Demolition Man	tt0106697	1993	115	Action,Sci-Fi,Thriller	https://letterboxd.com/film/demolition-man/	6.7	189604
Falling Down	tt0106856	1993	113	Action,Crime,Drama	https://letterboxd.com/film/falling-down/	7.6	202428
Groundhog Day	tt0107048	1993	101	Comedy,Drama,Fantasy	https://letterboxd.com/film/groundhog-day/	8	669607
Inland Empire	tt0460829	2006	180	Drama,Fantasy,Mystery	https://letterboxd.com/film/inland-empire/	6.8	60991
Jurassic Park	tt0107290	1993	127	Action,Adventure,Sci-Fi	https://letterboxd.com/film/jurassic-park/	8.2	1045092
Marriage Story	tt7653254	2019	137	Drama,Romance	https://letterboxd.com/film/marriage-story-2019/	7.9	336966
The Nightmare Before Christmas	tt0107688	1993	76	Animation,Family,Fantasy	https://letterboxd.com/film/the-nightmare-before-christmas/	7.9	367771
Noah	tt1959490	2014	138	Action,Adventure,Drama	https://letterboxd.com/film/noah/	5.8	263821
Philadelphia	tt0107818	1993	125	Drama	https://letterboxd.com/film/philadelphia/	7.7	254151
Robin Hood: Men in Tights	tt0107977	1993	104	Adventure,Comedy,Musical	https://letterboxd.com/film/robin-hood-men-in-tights/	6.7	134145
Schindler's List	tt0108052	1993	195	Biography,Drama,History	https://letterboxd.com/film/schindlers-list/	9	1421571
True Romance	tt0108399	1993	119	Crime,Drama,Romance	https://letterboxd.com/film/true-romance/	7.9	238571
Ace Ventura: Pet Detective	tt0109040	1994	86	Comedy	https://letterboxd.com/film/ace-ventura-pet-detective/	6.9	319379
Chungking Express	tt0109424	1994	102	Comedy,Crime,Drama	https://letterboxd.com/film/chungking-express/	8	92431
Clerks	tt0109445	1994	92	Comedy	https://letterboxd.com/film/clerks/	7.7	230130
The Crow	tt0109506	1994	102	Action,Crime,Drama	https://letterboxd.com/film/the-crow/	7.5	195402
Dumb and Dumber	tt0109686	1994	107	Comedy	https://letterboxd.com/film/dumb-and-dumber/	7.3	404721
Forrest Gump	tt0109830	1994	142	Drama,Romance	https://letterboxd.com/film/forrest-gump/	8.8	2204303
Insomnia	tt0278504	2002	118	Drama,Mystery,Thriller	https://letterboxd.com/film/insomnia-2002/	7.2	313173
Léon: The Professional	tt0110413	1994	110	Action,Crime,Drama	https://letterboxd.com/film/leon-the-professional/	8.5	1221144
Muriel's Wedding	tt0110598	1994	106	Comedy,Drama	https://letterboxd.com/film/muriels-wedding/	7.2	41196
Oblivion	tt1483013	2013	124	Action,Adventure,Sci-Fi	https://letterboxd.com/film/oblivion-2013/	7	546380
Pulp Fiction	tt0110912	1994	154	Crime,Drama	https://letterboxd.com/film/pulp-fiction/	8.9	2169121
Reality Bites	tt0110950	1994	99	Comedy,Drama,Romance	https://letterboxd.com/film/reality-bites/	6.6	52891
The Shawshank Redemption	tt0111161	1994	142	Drama	https://letterboxd.com/film/the-shawshank-redemption/	9.3	2828941
Sicario	tt3397884	2015	121	Action,Crime,Drama	https://letterboxd.com/film/sicario-2015/	7.7	461512
Stargate	tt0111282	1994	116	Action,Adventure,Sci-Fi	https://letterboxd.com/film/stargate/	7	201647
True Lies	tt0111503	1994	141	Action,Comedy,Thriller	https://letterboxd.com/film/true-lies/	7.3	275783
Æon Flux	tt0402022	2005	93	Action,Adventure,Sci-Fi	https://letterboxd.com/film/on-flux-2005/	5.4	131886
Apollo 13	tt0112384	1995	140	Adventure,Drama,History	https://letterboxd.com/film/apollo-13/	7.7	309763
The Basketball Diaries	tt0112461	1995	102	Biography,Crime,Drama	https://letterboxd.com/film/the-basketball-diaries/	7.3	118871
The Beach	tt0163978	2000	119	Adventure,Drama,Romance	https://letterboxd.com/film/the-beach/	6.6	250413
Before Sunrise	tt0112471	1995	101	Drama,Romance	https://letterboxd.com/film/before-sunrise/	8.1	331623
Bound	tt0115736	1996	109	Crime,Thriller	https://letterboxd.com/film/bound/	7.3	59648
The City of Lost Children	tt0112682	1995	112	Adventure,Drama,Fantasy	https://letterboxd.com/film/the-city-of-lost-children/	7.5	70967
Clueless	tt0112697	1995	97	Comedy,Romance	https://letterboxd.com/film/clueless/	6.9	238725
La haine	tt0113247	1995	98	Crime,Drama	https://letterboxd.com/film/la-haine/	8.1	190486
Johnny Mnemonic	tt0113481	1995	103	Action,Drama,Sci-Fi	https://letterboxd.com/film/johnny-mnemonic/	5.6	75363
Judge Dredd	tt0113492	1995	96	Action,Crime,Sci-Fi	https://letterboxd.com/film/judge-dredd/	5.6	123400
Jumanji	tt0113497	1995	104	Adventure,Comedy,Family	https://letterboxd.com/film/jumanji/	7.1	368561
Mallrats	tt0113749	1995	94	Comedy,Romance	https://letterboxd.com/film/mallrats/	7	127514
Mighty Aphrodite	tt0113819	1995	95	Comedy,Fantasy,Romance	https://letterboxd.com/film/mighty-aphrodite/	7	42250
Se7en	tt0114369	1995	127	Crime,Drama,Mystery	https://letterboxd.com/film/se7en/	8.6	1756021
Showgirls	tt0114436	1995	128	Drama	https://letterboxd.com/film/showgirls/	5	72944
Tank Girl	tt0114614	1995	104	Action,Comedy,Sci-Fi	https://letterboxd.com/film/tank-girl/	5.4	34076
Twelve Monkeys	tt0114746	1995	129	Mystery,Sci-Fi,Thriller	https://letterboxd.com/film/twelve-monkeys/	8	638937
The Usual Suspects	tt0114814	1995	106	Crime,Drama,Mystery	https://letterboxd.com/film/the-usual-suspects/	8.5	1128075
Waterworld	tt0114898	1995	135	Action,Adventure,Sci-Fi	https://letterboxd.com/film/waterworld/	6.3	206629
Under the Skin	tt1441395	2013	108	Drama,Horror,Mystery	https://letterboxd.com/film/under-the-skin-2013/	6.3	153795
Breaking the Waves	tt0115751	1996	159	Drama	https://letterboxd.com/film/breaking-the-waves/	7.8	70610
Elle	tt3716530	2016	130	Crime,Drama,Thriller	https://letterboxd.com/film/elle/	7.1	70210
The English Patient	tt0116209	1996	162	Drama,Romance,War	https://letterboxd.com/film/the-english-patient/	7.4	197698
From Dusk Till Dawn	tt0116367	1996	108	Action,Crime,Horror	https://letterboxd.com/film/from-dusk-till-dawn/	7.2	334252
I'm Your Man	tt13087796	2021	108	Comedy,Drama,Romance	https://letterboxd.com/film/im-your-man-2021/	7.1	11885
Jingle All the Way	tt0116705	1996	89	Adventure,Comedy,Family	https://letterboxd.com/film/jingle-all-the-way/	5.7	112270
Lost Highway	tt0116922	1997	134	Mystery,Thriller	https://letterboxd.com/film/lost-highway/	7.6	150693
Pusher	tt0117407	1996	110	Crime,Thriller	https://letterboxd.com/film/pusher/	7.3	43547
The Rock	tt0117500	1996	136	Action,Adventure,Thriller	https://letterboxd.com/film/the-rock/	7.4	353339
Romeo + Juliet	tt0117509	1996	120	Drama,Romance	https://letterboxd.com/film/romeo-juliet-1996/	6.7	240842
Space Jam	tt0117705	1996	88	Adventure,Animation,Comedy	https://letterboxd.com/film/space-jam/	6.5	209637
Trainspotting	tt0117951	1996	93	Drama	https://letterboxd.com/film/trainspotting/	8.1	714970
The Lost Daughter	tt9100054	2021	121	Drama	https://letterboxd.com/film/the-lost-daughter-2021/	6.7	72752
Air Force One	tt0118571	1997	124	Action,Drama,Thriller	https://letterboxd.com/film/air-force-one/	6.5	206998
Alien Resurrection	tt0118583	1997	109	Action,Horror,Sci-Fi	https://letterboxd.com/film/alien-resurrection/	6.2	259559
Babel	tt0449467	2006	143	Drama	https://letterboxd.com/film/babel-2006/	7.5	314166
Barbie	tt1517268	2023	114	Adventure,Comedy,Fantasy	https://letterboxd.com/film/barbie/	7	402299
Batman & Robin	tt0118688	1997	125	Action,Sci-Fi	https://letterboxd.com/film/batman-robin/	3.8	264960
In the Mood for Love	tt0118694	2000	98	Drama,Romance	https://letterboxd.com/film/in-the-mood-for-love/	8.1	162559
The Big Lebowski	tt0118715	1998	117	Comedy,Crime	https://letterboxd.com/film/the-big-lebowski/	8.1	846462
Boogie Nights	tt0118749	1997	155	Drama	https://letterboxd.com/film/boogie-nights/	7.9	278148
Event Horizon	tt0119081	1997	96	Horror,Sci-Fi,Thriller	https://letterboxd.com/film/event-horizon/	6.6	193458
Face/Off	tt0119094	1997	138	Action,Crime,Sci-Fi	https://letterboxd.com/film/face-off/	7.3	394745
The Fifth Element	tt0119116	1997	126	Action,Adventure,Sci-Fi	https://letterboxd.com/film/the-fifth-element/	7.6	496719
Flubber	tt0119137	1997	93	Comedy,Family,Sci-Fi	https://letterboxd.com/film/flubber/	5.3	93527
Funny Games	tt0808279	2007	111	Crime,Drama,Thriller	https://letterboxd.com/film/funny-games/	6.5	102354
Gattaca	tt0119177	1997	106	Drama,Sci-Fi,Thriller	https://letterboxd.com/film/gattaca/	7.7	318229
Good Will Hunting	tt0119217	1997	126	Drama,Romance	https://letterboxd.com/film/good-will-hunting/	8.3	1034002
Jackie Brown	tt0119396	1997	154	Crime,Drama,Thriller	https://letterboxd.com/film/jackie-brown/	7.5	366823
L.A. Confidential	tt0119488	1997	138	Crime,Drama,Mystery	https://letterboxd.com/film/la-confidential/	8.2	606534
The Lost World: Jurassic Park	tt0119567	1997	129	Action,Adventure,Sci-Fi	https://letterboxd.com/film/the-lost-world-jurassic-park/	6.5	437608
Meet Joe Black	tt0119643	1998	178	Drama,Fantasy,Romance	https://letterboxd.com/film/meet-joe-black/	7.2	259032
Mousehunt	tt0119715	1997	98	Comedy	https://letterboxd.com/film/mousehunt/	6.5	59503
As Good as It Gets	tt0119822	1997	139	Comedy,Drama,Romance	https://letterboxd.com/film/as-good-as-it-gets/	7.7	313852
Prometheus	tt1446714	2012	124	Adventure,Mystery,Sci-Fi	https://letterboxd.com/film/prometheus/	7	634589
Seven Years in Tibet	tt0120102	1997	136	Adventure,Biography,Drama	https://letterboxd.com/film/seven-years-in-tibet/	7.1	153001
Spice World	tt0120185	1997	93	Comedy,Family,Music	https://letterboxd.com/film/spice-world/	3.6	37451
Starship Troopers	tt0120201	1997	129	Action,Adventure,Sci-Fi	https://letterboxd.com/film/starship-troopers/	7.3	312809
The Truman Show	tt0120382	1998	103	Comedy,Drama	https://letterboxd.com/film/the-truman-show/	8.2	1162412
Wilde	tt0120514	1997	118	Biography,Drama,Romance	https://letterboxd.com/film/wilde/	6.9	17942
American History X	tt0120586	1998	119	Crime,Drama	https://letterboxd.com/film/american-history-x/	8.5	1168379
Antz	tt0120587	1998	83	Adventure,Animation,Comedy	https://letterboxd.com/film/antz/	6.5	162008
Being John Malkovich	tt0120601	1999	113	Comedy,Drama,Fantasy	https://letterboxd.com/film/being-john-malkovich/	7.7	349367
Eyes Wide Shut	tt0120663	1999	159	Drama,Mystery,Thriller	https://letterboxd.com/film/eyes-wide-shut/	7.5	366105
